Date,Travel Product,Sessions - This Year,Bookings - This Year,Revenue - This Year,Spend - This Year,Day of Month,Day of Week,Week,Month,Quarter,Year,Sessions - Last Year,Bookings - Last Year,Revenue - Last Year,Spend - Last Year,Category,Birst Category,GA Category
2017-04-08,Paid Search Non-Brand Retargeting Property,2251.0,5.0,10087.86,485.23,8,5,14,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-07,Paid Search Non-Brand Retargeting Property,3148.0,9.0,24978.02,517.33,7,5,14,4,2,2018,2251.0,5.0,10087.86,485.23,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-02,Paid Search Non-Brand Retargeting Property,2336.0,6.0,20090.31,489.57000000000005,2,6,14,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-01,Paid Search Non-Brand Retargeting Property,3216.0,10.0,31076.910000000003,418.0,1,6,14,4,2,2018,2336.0,6.0,20090.31,489.57000000000005,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-10,Paid Search Non-Brand Retargeting Property,2393.0,3.0,5305.8,590.5300000000002,10,0,15,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-09,Paid Search Non-Brand Retargeting Property,3702.0,11.0,31823.08,856.1200000000003,9,0,15,4,2,2018,2393.0,3.0,5305.8,590.5300000000002,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-11,Paid Search Non-Brand Retargeting Property,2537.0,3.0,6346.969999999998,540.63,11,1,15,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-10,Paid Search Non-Brand Retargeting Property,3539.0,13.0,34162.570000000014,8905.560000000007,10,1,15,4,2,2018,2537.0,3.0,6346.969999999998,540.63,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-12,Paid Search Non-Brand Retargeting Property,2471.0,6.0,13979.71,658.87,12,2,15,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-11,Paid Search Non-Brand Retargeting Property,3493.0,7.0,18946.42,9056.07999999999,11,2,15,4,2,2018,2471.0,6.0,13979.71,658.87,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-13,Paid Search Non-Brand Retargeting Property,2190.0,3.0,8481.69,593.46,13,3,15,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-12,Paid Search Non-Brand Retargeting Property,3446.0,14.0,41547.669999999984,8497.48,12,3,15,4,2,2018,2190.0,3.0,8481.69,593.46,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-14,Paid Search Non-Brand Retargeting Property,1872.0,5.0,8012.48,512.5900000000001,14,4,15,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-13,Paid Search Non-Brand Retargeting Property,2827.0,8.0,19232.84,7145.979999999994,13,4,15,4,2,2018,1872.0,5.0,8012.48,512.5900000000001,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-15,Paid Search Non-Brand Retargeting Property,1604.0,6.0,18097.3,346.80999999999995,15,5,15,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-14,Paid Search Non-Brand Retargeting Property,2768.0,3.0,7441.059999999998,6443.84,14,5,15,4,2,2018,1604.0,6.0,18097.3,346.80999999999995,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-09,Paid Search Non-Brand Retargeting Property,2253.0,8.0,18921.98,497.22,9,6,15,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-08,Paid Search Non-Brand Retargeting Property,3559.0,7.0,18315.27,634.4499999999998,8,6,15,4,2,2018,2253.0,8.0,18921.98,497.22,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-17,Paid Search Non-Brand Retargeting Property,2258.0,9.0,25247.09,681.9500000000003,17,0,16,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-16,Paid Search Non-Brand Retargeting Property,3494.0,13.0,27094.03,8367.65,16,0,16,4,2,2018,2258.0,9.0,25247.09,681.9500000000003,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-18,Paid Search Non-Brand Retargeting Property,2464.0,7.0,15053.21,693.32,18,1,16,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-17,Paid Search Non-Brand Retargeting Property,3333.0,5.0,9050.1,8095.4699999999975,17,1,16,4,2,2018,2464.0,7.0,15053.21,693.32,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-19,Paid Search Non-Brand Retargeting Property,2299.0,3.0,8383.96,692.32,19,2,16,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-18,Paid Search Non-Brand Retargeting Property,3305.0,8.0,26796.160000000003,7614.7200000000075,18,2,16,4,2,2018,2299.0,3.0,8383.96,692.32,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-20,Paid Search Non-Brand Retargeting Property,2225.0,10.0,23046.44,600.1300000000001,20,3,16,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-19,Paid Search Non-Brand Retargeting Property,3136.0,8.0,20128.05,7772.9500000000035,19,3,16,4,2,2018,2225.0,10.0,23046.44,600.1300000000001,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-21,Paid Search Non-Brand Retargeting Property,1972.0,1.0,2843.9,653.1300000000001,21,4,16,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-20,Paid Search Non-Brand Retargeting Property,2567.0,9.0,21392.73,5750.339999999998,20,4,16,4,2,2018,1972.0,1.0,2843.9,653.1300000000001,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-22,Paid Search Non-Brand Retargeting Property,1837.0,6.0,18730.82,511.53,22,5,16,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-21,Paid Search Non-Brand Retargeting Property,2444.0,4.0,12924.87,5531.040000000003,21,5,16,4,2,2018,1837.0,6.0,18730.82,511.53,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-16,Paid Search Non-Brand Retargeting Property,1803.0,5.0,9760.57,453.09999999999985,16,6,16,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-15,Paid Search Non-Brand Retargeting Property,3495.0,12.0,32615.46,8290.11,15,6,16,4,2,2018,1803.0,5.0,9760.57,453.09999999999985,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-24,Paid Search Non-Brand Retargeting Property,2325.0,5.0,16102.86,774.72,24,0,17,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-23,Paid Search Non-Brand Retargeting Property,2877.0,9.0,29925.460000000006,6448.559999999999,23,0,17,4,2,2018,2325.0,5.0,16102.86,774.72,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-25,Paid Search Non-Brand Retargeting Property,2455.0,8.0,23395.16,750.8399999999997,25,1,17,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-24,Paid Search Non-Brand Retargeting Property,3089.0,8.0,15972.48,6954.050000000001,24,1,17,4,2,2018,2455.0,8.0,23395.16,750.8399999999997,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-26,Paid Search Non-Brand Retargeting Property,2356.0,5.0,11746.82,686.34,26,2,17,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-25,Paid Search Non-Brand Retargeting Property,3060.0,1.0,3131.3,7267.190000000002,25,2,17,4,2,2018,2356.0,5.0,11746.82,686.34,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-27,Paid Search Non-Brand Retargeting Property,2333.0,7.0,15910.87,796.95,27,3,17,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-26,Paid Search Non-Brand Retargeting Property,2684.0,10.0,25301.459999999995,5763.930000000001,26,3,17,4,2,2018,2333.0,7.0,15910.87,796.95,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-28,Paid Search Non-Brand Retargeting Property,2129.0,8.0,14064.48,770.34,28,4,17,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-27,Paid Search Non-Brand Retargeting Property,2430.0,12.0,36289.88000000001,5031.209999999997,27,4,17,4,2,2018,2129.0,8.0,14064.48,770.34,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-29,Paid Search Non-Brand Retargeting Property,1797.0,3.0,4911.55,646.4599999999998,29,5,17,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-28,Paid Search Non-Brand Retargeting Property,2242.0,3.0,7678.8,4807.45,28,5,17,4,2,2018,1797.0,3.0,4911.55,646.4599999999998,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-23,Paid Search Non-Brand Retargeting Property,2085.0,4.0,18554.730000000003,580.2899999999997,23,6,17,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-22,Paid Search Non-Brand Retargeting Property,2761.0,9.0,18895.189999999995,5843.819999999998,22,6,17,4,2,2018,2085.0,4.0,18554.730000000003,580.2899999999997,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-01,Paid Search Non-Brand Retargeting Property,2320.0,4.0,13403.53,766.87,1,0,18,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-30,Paid Search Non-Brand Retargeting Property,2702.0,7.0,13465.21,5747.749999999994,30,0,18,4,2,2018,2320.0,4.0,13403.53,766.87,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-02,Paid Search Non-Brand Retargeting Property,2306.0,5.0,14558.75,735.7499999999997,2,1,18,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-01,Paid Search Non-Brand Retargeting Property,2596.0,5.0,15803.52,5531.390000000001,1,1,18,5,2,2018,2306.0,5.0,14558.75,735.7499999999997,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-03,Paid Search Non-Brand Retargeting Property,2170.0,9.0,20942.88,645.7700000000002,3,2,18,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-02,Paid Search Non-Brand Retargeting Property,2617.0,9.0,25267.63,5324.989999999997,2,2,18,5,2,2018,2170.0,9.0,20942.88,645.7700000000002,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-04,Paid Search Non-Brand Retargeting Property,2157.0,9.0,23406.06,801.9899999999997,4,3,18,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-03,Paid Search Non-Brand Retargeting Property,2397.0,5.0,15185.89,4772.839999999996,3,3,18,5,2,2018,2157.0,9.0,23406.06,801.9899999999997,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-05,Paid Search Non-Brand Retargeting Property,2013.0,2.0,6385.42,677.7500000000002,5,4,18,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-04,Paid Search Non-Brand Retargeting Property,2125.0,10.0,25260.540000000005,4162.299999999996,4,4,18,5,2,2018,2013.0,2.0,6385.42,677.7500000000002,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-06,Paid Search Non-Brand Retargeting Property,1729.0,5.0,14482.02,396.1899999999998,6,5,18,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-05,Paid Search Non-Brand Retargeting Property,2059.0,3.0,13319.45,4128.100000000001,5,5,18,5,2,2018,1729.0,5.0,14482.02,396.1899999999998,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-04-30,Paid Search Non-Brand Retargeting Property,2187.0,6.0,23270.17,497.81,30,6,18,4,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-04-29,Paid Search Non-Brand Retargeting Property,2788.0,3.0,10880.18,5706.460000000003,29,6,18,4,2,2018,2187.0,6.0,23270.17,497.81,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-08,Paid Search Non-Brand Retargeting Property,2215.0,6.0,13320.39,632.91,8,0,19,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-07,Paid Search Non-Brand Retargeting Property,2496.0,11.0,27584.04,4996.699999999997,7,0,19,5,2,2018,2215.0,6.0,13320.39,632.91,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-09,Paid Search Non-Brand Retargeting Property,2255.0,5.0,14030.68,704.6599999999999,9,1,19,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-08,Paid Search Non-Brand Retargeting Property,2748.0,4.0,11754.79,5785.320000000002,8,1,19,5,2,2018,2255.0,5.0,14030.68,704.6599999999999,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-10,Paid Search Non-Brand Retargeting Property,2132.0,4.0,16252.829999999998,740.9900000000001,10,2,19,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-09,Paid Search Non-Brand Retargeting Property,2712.0,12.0,35913.16,5366.6399999999985,9,2,19,5,2,2018,2132.0,4.0,16252.829999999998,740.9900000000001,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-11,Paid Search Non-Brand Retargeting Property,2140.0,0.0,0.0,651.01,11,3,19,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-10,Paid Search Non-Brand Retargeting Property,2515.0,5.0,11107.04,5223.32,10,3,19,5,2,2018,2140.0,0.0,0.0,651.01,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-12,Paid Search Non-Brand Retargeting Property,1738.0,5.0,15817.93,531.4999999999999,12,4,19,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-11,Paid Search Non-Brand Retargeting Property,2085.0,3.0,16904.29,4132.580000000001,11,4,19,5,2,2018,1738.0,5.0,15817.93,531.4999999999999,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-13,Paid Search Non-Brand Retargeting Property,1662.0,5.0,14635.77,446.27000000000015,13,5,19,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-12,Paid Search Non-Brand Retargeting Property,1928.0,5.0,11943.92,3435.7499999999986,12,5,19,5,2,2018,1662.0,5.0,14635.77,446.27000000000015,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-07,Paid Search Non-Brand Retargeting Property,2017.0,10.0,28651.36,531.4600000000002,7,6,19,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-06,Paid Search Non-Brand Retargeting Property,2475.0,12.0,40140.77,4955.740000000002,6,6,19,5,2,2018,2017.0,10.0,28651.36,531.4600000000002,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-15,Paid Search Non-Brand Retargeting Property,2031.0,4.0,9159.45,666.8899999999999,15,0,20,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-14,Paid Search Non-Brand Retargeting Property,2433.0,4.0,13639.69,4715.079999999997,14,0,20,5,2,2018,2031.0,4.0,9159.45,666.8899999999999,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-16,Paid Search Non-Brand Retargeting Property,2254.0,2.0,4966.15,748.0199999999999,16,1,20,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-15,Paid Search Non-Brand Retargeting Property,2696.0,6.0,14666.88,5152.709999999998,15,1,20,5,2,2018,2254.0,2.0,4966.15,748.0199999999999,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-17,Paid Search Non-Brand Retargeting Property,2145.0,5.0,10654.96,733.2900000000002,17,2,20,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-16,Paid Search Non-Brand Retargeting Property,2569.0,8.0,23110.41,5183.109999999999,16,2,20,5,2,2018,2145.0,5.0,10654.96,733.2900000000002,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-18,Paid Search Non-Brand Retargeting Property,2110.0,4.0,9623.1,652.9500000000003,18,3,20,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-17,Paid Search Non-Brand Retargeting Property,2420.0,10.0,29825.120000000006,4943.8300000000045,17,3,20,5,2,2018,2110.0,4.0,9623.1,652.9500000000003,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-19,Paid Search Non-Brand Retargeting Property,1848.0,2.0,4716.08,468.97,19,4,20,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-18,Paid Search Non-Brand Retargeting Property,2042.0,3.0,8325.619999999999,3907.45,18,4,20,5,2,2018,1848.0,2.0,4716.08,468.97,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-20,Paid Search Non-Brand Retargeting Property,1782.0,9.0,22426.45,409.36999999999983,20,5,20,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-19,Paid Search Non-Brand Retargeting Property,1880.0,8.0,16244.4,3720.45,19,5,20,5,2,2018,1782.0,9.0,22426.45,409.36999999999983,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-14,Paid Search Non-Brand Retargeting Property,1702.0,4.0,6989.78,405.22,14,6,20,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-13,Paid Search Non-Brand Retargeting Property,2006.0,8.0,20974.61,3759.009999999999,13,6,20,5,2,2018,1702.0,4.0,6989.78,405.22,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-22,Paid Search Non-Brand Retargeting Property,2223.0,2.0,6439.8,553.53,22,0,21,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-21,Paid Search Non-Brand Retargeting Property,2452.0,7.0,16227.100000000002,4793.540000000001,21,0,21,5,2,2018,2223.0,2.0,6439.8,553.53,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-23,Paid Search Non-Brand Retargeting Property,2339.0,9.0,26556.97,653.8200000000003,23,1,21,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-22,Paid Search Non-Brand Retargeting Property,2482.0,4.0,10130.52,4608.550000000001,22,1,21,5,2,2018,2339.0,9.0,26556.97,653.8200000000003,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-24,Paid Search Non-Brand Retargeting Property,2270.0,5.0,13135.919999999998,592.8900000000001,24,2,21,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-23,Paid Search Non-Brand Retargeting Property,2201.0,6.0,15909.52,4660.8200000000015,23,2,21,5,2,2018,2270.0,5.0,13135.919999999998,592.8900000000001,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-25,Paid Search Non-Brand Retargeting Property,2244.0,6.0,21364.96,591.84,25,3,21,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-24,Paid Search Non-Brand Retargeting Property,2023.0,4.0,10185.94,3846.8100000000013,24,3,21,5,2,2018,2244.0,6.0,21364.96,591.84,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-26,Paid Search Non-Brand Retargeting Property,1991.0,6.0,18083.7,498.53000000000014,26,4,21,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-25,Paid Search Non-Brand Retargeting Property,1666.0,1.0,1564.82,3255.0199999999986,25,4,21,5,2,2018,1991.0,6.0,18083.7,498.53000000000014,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-27,Paid Search Non-Brand Retargeting Property,1750.0,5.0,9887.13,416.83,27,5,21,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-26,Paid Search Non-Brand Retargeting Property,1547.0,1.0,2065.96,2808.69,26,5,21,5,2,2018,1750.0,5.0,9887.13,416.83,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-21,Paid Search Non-Brand Retargeting Property,2071.0,7.0,19095.57,436.9699999999999,21,6,21,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-20,Paid Search Non-Brand Retargeting Property,2216.0,7.0,18093.870000000006,4344.4000000000015,20,6,21,5,2,2018,2071.0,7.0,19095.57,436.9699999999999,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-29,Paid Search Non-Brand Retargeting Property,2598.0,5.0,18282.11,565.9200000000002,29,0,22,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-28,Paid Search Non-Brand Retargeting Property,2076.0,4.0,11544.54,4002.57,28,0,22,5,2,2018,2598.0,5.0,18282.11,565.9200000000002,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-30,Paid Search Non-Brand Retargeting Property,2515.0,5.0,13306.87,737.55,30,1,22,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-29,Paid Search Non-Brand Retargeting Property,2164.0,5.0,11188.52,4327.280000000002,29,1,22,5,2,2018,2515.0,5.0,13306.87,737.55,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-31,Paid Search Non-Brand Retargeting Property,2514.0,7.0,20709.870000000006,660.0800000000003,31,2,22,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-30,Paid Search Non-Brand Retargeting Property,2142.0,7.0,13973.79,4383.9000000000015,30,2,22,5,2,2018,2514.0,7.0,20709.870000000006,660.0800000000003,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-01,Paid Search Non-Brand Retargeting Property,2350.0,5.0,12069.070000000003,763.72,1,3,22,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-31,Paid Search Non-Brand Retargeting Property,2078.0,3.0,6217.31,3957.240000000002,31,3,22,5,2,2018,2350.0,5.0,12069.070000000003,763.72,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-02,Paid Search Non-Brand Retargeting Property,1993.0,5.0,9736.35,687.8400000000001,2,4,22,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-06-01,Paid Search Non-Brand Retargeting Property,1764.0,8.0,15280.369999999995,3974.16,1,4,22,6,2,2018,1993.0,5.0,9736.35,687.8400000000001,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-03,Paid Search Non-Brand Retargeting Property,1818.0,5.0,9935.95,462.57000000000005,3,5,22,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-06-02,Paid Search Non-Brand Retargeting Property,1745.0,1.0,3424.62,3382.239999999999,2,5,22,6,2,2018,1818.0,5.0,9935.95,462.57000000000005,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-05-28,Paid Search Non-Brand Retargeting Property,1993.0,9.0,27898.38,448.3599999999997,28,6,22,5,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-05-27,Paid Search Non-Brand Retargeting Property,1755.0,5.0,18136.26,3420.6499999999987,27,6,22,5,2,2018,1993.0,9.0,27898.38,448.3599999999997,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-05,Paid Search Non-Brand Retargeting Property,2544.0,9.0,29070.66,823.4300000000003,5,0,23,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-06-04,Paid Search Non-Brand Retargeting Property,2108.0,3.0,12467.1,4136.129999999999,4,0,23,6,2,2018,2544.0,9.0,29070.66,823.4300000000003,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-06,Paid Search Non-Brand Retargeting Property,2692.0,3.0,5039.6100000000015,711.4700000000001,6,1,23,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-06-05,Paid Search Non-Brand Retargeting Property,2280.0,2.0,6410.73,4610.499999999995,5,1,23,6,2,2018,2692.0,3.0,5039.6100000000015,711.4700000000001,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-07,Paid Search Non-Brand Retargeting Property,2475.0,3.0,8069.92,797.9799999999997,7,2,23,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-06-06,Paid Search Non-Brand Retargeting Property,2473.0,8.0,17409.06,4400.830000000002,6,2,23,6,2,2018,2475.0,3.0,8069.92,797.9799999999997,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-08,Paid Search Non-Brand Retargeting Property,2247.0,4.0,15604.8,793.7800000000003,8,3,23,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-06-07,Paid Search Non-Brand Retargeting Property,2235.0,3.0,8776.119999999999,4542.210000000002,7,3,23,6,2,2018,2247.0,4.0,15604.8,793.7800000000003,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-09,Paid Search Non-Brand Retargeting Property,2149.0,7.0,21530.320000000003,708.3599999999997,9,4,23,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-06-08,Paid Search Non-Brand Retargeting Property,1844.0,4.0,10028.21,3518.839999999999,8,4,23,6,2,2018,2149.0,7.0,21530.320000000003,708.3599999999997,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-10,Paid Search Non-Brand Retargeting Property,1747.0,4.0,13403.4,447.22000000000014,10,5,23,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-06-09,Paid Search Non-Brand Retargeting Property,1733.0,5.0,21096.44,3382.87,9,5,23,6,2,2018,1747.0,4.0,13403.4,447.22000000000014,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-04,Paid Search Non-Brand Retargeting Property,2273.0,10.0,23957.380000000005,558.3400000000003,4,6,23,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-06-03,Paid Search Non-Brand Retargeting Property,2230.0,4.0,11313.18,4203.859999999998,3,6,23,6,2,2018,2273.0,10.0,23957.380000000005,558.3400000000003,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-12,Paid Search Non-Brand Retargeting Property,2311.0,6.0,22791.57,815.83,12,0,24,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-06-11,Paid Search Non-Brand Retargeting Property,2331.0,7.0,19075.88,4843.49,11,0,24,6,2,2018,2311.0,6.0,22791.57,815.83,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2017-06-13,Paid Search Non-Brand Retargeting Property,2510.0,6.0,10090.99,849.6999999999998,13,1,24,6,2,2017,,,,,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
2018-06-12,Paid Search Non-Brand Retargeting Property,2247.0,4.0,7222.04,4701.449999999998,12,1,24,6,2,2018,2510.0,6.0,10090.99,849.6999999999998,Paid Search,Paid Search,Paid Search Retargeting Dest & Prop
